ID,English,Kashmiri
734,We have to bargain in order to buy something at less price.,کانٛہہ چیٖز کم قۭمتَس پٮ۪ٹھ انٛنہٕ خٲطرٕ چھےٚ اَسہِ درٕدرٕ کَرٕنۍ
735,Barge is used for carrying heavy loads on rivers or canals.,مال تُلنٕچ ناو چھےٚ یِوان دریاون تہٕ نالن پیٚٹھ گوٚب سامان تُلنہٕ خٲطرٕ اِستعمال کرنہٕ۔
736,We can't just barge into a private garden.,أسۍ ہیٚکو نہٕ ذٲتی باغس منٛز أژِتھ۔
737,The dog was barking loudly at the night.,ہوٗن اوس راتھ کیُتھ بَڑِ وۄپھراے کَران
738,Sometimes they stay overnight at the barn.,کُنہِ ساتہٕ چھِ تِم راتَس کُچھِ منٛزٕے روزان
739,Oil is stored in barrels.,تیٖل چُھ یِوان پیٖپَس منٛز جمع تھاونہٕ
742,They spend most of their time in discussing base motives.,تِم چھِ پَنُن زیادٕ تر وقت بُنیٲدی مقصَدن پٮ۪ٹھ بَحث کَرنس منٛز گُزاران
743,His argument has no profound base.,تٔمۍ سٕنٛدِس بحثث چھےٚ نہٕ کانٛہہ خاص بُنیاد
744,My finding is based on this research.,میٛٲنۍ نَتایِج چھِ یَتھ تحقیٖقَس پٮ۪ٹھ بُنیاد
745,He plays baseball.,سُہ چُھ بیس بال گِنٛدان۔
746,Goods are kept in the basement.,مال چُھ آمُت تَہہ خانَس منٛز تھاونہٕ
748,His basic problem is with the spoken language.,تٔمۍ سُنٛد بُنیٲدی مسلہٕ چُھ بولنہٕ یِنہٕ واجنہِ زبٲنۍ سۭتۍ۔
749,Basically he is a hard-working person.,بِذٲتی چُھ سُہ محنٛتی نَفر
750,I didn`t find any basis in his argument.,تٔمۍ سٕنٛزِ دٔلیٖلہِ ہِنٛز باسے نہٕ مےٚ کانٛہہ تہِ بُنیاد
751,They picked three basket of apples.,تِمو تُجہٕ ترٛے ژوٗنٛٹۍ ٹوٗکرِ
752,I bought a new bat for my nephew.,مےٚ اوٚن پنٛنِس بابتٕھرَس خٲطرٕ نوٚو بیٹ
753,Most bats are about the size of a mouse and they use their teeth to grind up insects,زیادٕ تر راتٕہ کرٛیٖل چھِ آسان گَگرَس سُمب تہٕ تِم چھِ دنٛدَو سۭتۍ کیٚمۍ ژاپان
754,Hari was batting when the game had to be abandoned due to rain.,روٗد پٮ۪نہٕ کِنۍ ییٚلہِ کھیل بنٛد کَرنہٕ آو تَمہٕ ساتہٕ اوس ۂری بیٹِنٛگ کَران
755,He takes bath every morning.,سُہ چُھ پرٛٮ۪تھ صُبحس سرٛان کران۔
756,You bathe in cold water.,ژٕ کَر تٕرنہِ آبہٕ سرٛان
758,They are all good batsmen.,تِم سٲری چھِ جان بلہ باز۔
759,He is a good batsman.,سُہ چُھ اکھ اصٕل بیٹِنٛگ کرن وول۔
760,There is a wooden batten in the drawing room.,پٔژھۍ کُٹِھس منٛز چُھ لٔکرِ ہُنٛد تختٕہ
762,The battery is not charged yet.,بیٹری چھےٚ نہٕ وٕنھِ چارٕج گٔمٕژ
763,He is the battery commander.,سُہ چُھ توفہِ خانُک سردار
764,He was praised for his batting in the match,میچَس منٛز بہتٔریٖن بیٚٹِنٛگ خٲطرٕ آیہِ تٔمِس تٲریٖف کَرنہٕ
765,Tipu Sultan was killed in the battle at Seringapatnam.,ٹیٖپوٗ سُلطان آو سیٚرِنٛگا پٹنام کِس جنٛگَس منٛز مارنہٕ
768,I heard the bay of hunting dogs last night.,پٔتۍمہِ رٲژ بوٗز مےٚ شِکٲرۍ ہونٮ۪ن ہِنٛز وۄہٕھرارَے
769,We can add bay leaf to the dish.,أسۍ ہیٚکو سِنِس منٛز تیز پتہٕ اِستعمال کٔرِتھ۔
770,The hunting dogs were baying at night.,شِکٲرۍ ہوٗنۍ ٲسۍ راتھ کیُتھ وولان
771,"I know you must be tired, so i will let you rest",مےٚ چھےٚ پَے زِ ژٕ آسَکھ تھوٚکمُت لحاظا دِمَے بہٕ ژےٚ آرام کَرنہٕ
772,Don`t worry be happy.,مَہ ہےٚ فِکِر روز خۄش
773,Goa is very famous for its beautiful beaches.,گَوا چُھ لوٗبوٕنۍ سوٚدرٕکٮ۪ن بَٹھٮ۪ن خٲطرٕ سٮ۪ٹھا مٔشہوٗر
775,Woodpecker has a sharp beak.,سَتتِس چھےٚ آسان تیز تونٛتھ
777,A beam of light entered the room through the window.,کُٹِھس منٛز ژایہِ دارِ کِنۍ اَکھ گاشہٕ لَو
778,She is always full of beam and happiness.,سۄ چھےٚ آسان ہَمیشہٕ خۄش تہٕ خۄشحال
779,The sunrise beamed on the whole island.,تٔاپہٕ سۭتۍ آو پوٗرٕ لانٛکھ گاشراونہٕ
780,She was beaming with joy.,سۄ ٲس نہٕ خوشی سۭتۍ وٮ۪ژٲنی
781,I like to have rice with beans.,مےٚ چھےٚ بَتَس سۭتۍ ہٮ۪مبہٕ کھیٚنہِ خۄش کَران
782,I saw a bear in the field.,مےٚ وُچھ کھہَس منٛز اَکھ ہاپُت
783,She bears the title of a Great lady.,تٔمۍ چُھ أکِس عظیٖم زنانہٕ ہُنٛد خٕطاب برقرار تھوومُت۔
784,I cannot bear his constant criticism.,بہٕ ہٮ۪کہٕ نہٕ تٔمۍ سُنٛد لَگاتار تنٛقیٖد برداش کٔرِتھ
785,She is bearing her husband's child.,تٔمِس چُھ پنٛنِس خانٛدارٕ سُنٛد بَچہٕ ہٮ۪نہٕ آمُت
786,My father has a long beard.,میٲنِس مٲلِس چُھ زیوٗٹھ ریش
787,He was brave enough to beard his senior on this issue.,سُہ اوس یوٗت دِلیر زِ سُہ ہیٚکہِ ہا یتھ مسلس منٛز پنٛنِس زِٹِھس سۭتۍ مُقابلہٕ کٔرِتھ۔
788,He could feel the beat of her heart.,سُہ اوس ہٮ۪کان تَسٕنٛدِ دِلٕچ دُبرارے محسوٗس کٔرِتھ
789,He heard the beat of a drum.,تٔمۍ بوٗز ڈولٕچ تال
790,He was beaten in a cricket match.,سُہ آو کِرکٹ میچس منٛز ہارناونہٕ۔
791,While walking down the street he was beaten up by thugs.,سڑکہِ پٮ۪ٹھ پَکان پَکان لوے تٔمِس غُنڈَو۔
792,He kept on beating on the door but no one opened it.,سُہ روٗد بَرس ٹُھک ٹُھک کَران مَگر کٲنٛسہِ تہِ کُھلوونَس نہٕ
794,Hailstorms beat against the windows.,طوٗفانَس منٛز آو ڈوٹھ دارٮ۪ن لاینہٕ
795,The sun was beating down on us,اَسہِ آسہٕ تاپہٕ ژنٛجہِ پٮ۪وان
796,I beat the egg to make omelette.,آملیٹ بَناونہٕ خٲطرٕ پھینٛٹھۍ مےٚ ٹھوٗل
797,She beat her breast out of fear.,خوفہٕ سۭتۍ دِتۍ تٔمۍ پنٛنہِ چھاتہِ دٔگۍ
798,I saw a beautiful child in the park.,مےٚ وُچھ باغس منٛز اَکھ خۄشوُن بَچہٕ
799,She handled this matter beautifully.,تٔمِۍ سمبول یہٕ معاملہٕ خۄشوٕنِس انٛدازَس منٛز
800,Kashmir has enormous natural beauty.,کٔشیٖرِ منٛز چھےٚ سٮ۪ٹھا زیادٕ قۄدرٔتی خوٗبصوٗرتی
801,I couldn`t attend the school because I was not well.,بہٕ ہیٛوکُس نہٕ اَز مدرَسہٕ گٔژِھتھ کیٛازِ کہِ بہٕ اوسُس ناٹھیٖکھ
802,I wish to become a doctor.,مےٚ چھےٚ ڈاکٹر بنٛنٕچ خٲہِش
803,He became irritable.,سُہ گوٚو تنٛگ مِزاز۔
804,I want to become a pilot.,بہٕ چُھس یَژھان پایلاٹ بَنُن
805,We have to read in order to become wise,دانا بنٛنہٕ خٲطرٕ چُھ پٮ۪وان پَرُن
806,She becomes beautiful with each passing day.,سۄ چھےٚ دۄہ کھۄتہٕ دۄہ خوبصوٗرت بنان۔
807,"Do not talk too much, it's not becoming.",زیادٕ کتھٕ مہٕ کٔرِو، یہِ چُھ نہٕ مُنٲسِب۔
809,The gardener watered the bed of roses.,باغوانن دیُتھ گۄلاب کٮ۪ن ڈورٮ۪ن سَگ
810,He searched for treasure on the ocean bed.,سُہ اوس سوٚدرٕ کس ژٔکِس منٛز خَزانہٕ ژھانٛڑان
811,The railway tracks are laid on a bed of stones.,ریلہِ ہِنٛزٕ پٹرِ چھےٚ کَنہِ وَتھرٕنِس پٮ۪ٹھ بَناونہٕ آمٕژ
812,I have to set a bed for her.,مےٚ چُھ تٔمۍ سٕنٛدِ خٲطرٕ بِستَر ترٛاوُن
813,He sat on the edge of the bed.,سۄ بیٖٹھ بِستَر کِس کوٗنَس پٮ۪ٹھ
814,The bed of flowers added to the beauty of the park.,پوشہٕ ڈورٮ۪و کوٚر باغچہِ خوٗبصوٗرتی منٛز اِضافہٕ
815,The inn could bed all the new arrivals.,سَراے ٲس سارنی یِنہٕ والٮ۪ن ہٮ۪کان روزنٛہٕ خٲطرٕ جاے دِتھ
816,The gardener bedded the roots in the compost.,باغوانَن ؤوۍ موٗل کھادِ منٛز
817,He has bedded many girls.,سُہ چُھ واریاہن کوریٚن سۭتۍ شوٚنٛگمُت۔
818,Her bedroom is upstairs.,تٔمۍ سُنٛد شۄنٛگن کُٹھ چُھ ہیٚرِ۔
819,She was stung by a bee.,تٔمِس ٲس تُلرِ ٹۄپھ دِژمٕژ
820,I want you to be here before lunch.,بہٕ چُھس یَژھان زٕ ژٕ گوٚژھکھ کوجہٕ برٛونٛٹھ یور واتُن
821,She was sitting before me.,سۄ ٲس مےٚ برٛونٛٹھ کَنِہ بِہِتھ
822,He stood up before a big crowd.,سُہ گوٚو أکِس بٔڑِس ۂجوٗمَس بٕتھِ کَنہِ کھڑا
824,Night came on before he had finished his work.,تٔٔمۍ سٕنٛز کٲم مۄکلٕنہٕ برٛونٛٹٕھے گوٚو شام
826,I had known her before you introduced her to me.,سۄ ٲسَن بہٕ چانہِ تعارُف کرناونہٕ برٛونٛہٕے زانان
827,I am talking of the fight before lunch.,بہٕ چُھس کوجہٕ برٛونٛہمِہ لَڑایہِ ہِنٛز کَتھ کَران
828,My brother has a habit to look over the newspaper before going to his office.,میٛٲنِس بٲیِس چُھ دفتَر نیرنہٕ برٛونٛہہ اخبار پرنُک عادت
829,He has befuddled himself by drinking.,تٔمۍ چُھ شَراب چٮ۪تھ پَنُن پان بےٚ خۄد کوٚرمُت
830,He was begging on the road.,سُہ اوس وَتہِ پٮ۪ٹھ بیٚچھان
831,I beg you to stop drinking!,بہٕ چُھسَے ژےٚ عٲجزی کَران زِ ژٕ ترٛاو شَراب چوٚن
832,The programme begins late in the evening.,پرٛوگرام چُھ شامَس شُروٗع گَژھان
833,They will begin the programme in the evening.,تِم کَرن دِگرَس پرٛوگرام شُروٗع
834,I enjoyed my work in the beginning.,مےٚ آو آغازس منٛز پنٛنہِ کامہِ لُطُف
835,She was calling on behalf of her friend.,سۄ ٲس پنٛنہِ ویٚسہِ ہِنٛدِ بدلہٕ فون کَران
836,He behaves decently with everyone.,سُہ چُھ سارنی سۭتۍ اَصٕل سٔلوٗک کَران
837,He is known for his decent behaviour.,سُہ چُُھ پنٛنہِ شٲیِستہٕ تہٕ زَبر طٔریٖقہٕ خٲطرٕ مانٛنہٕ یِوان
838,She was sitting behind me.,سۄ ٲس مےٚ پَتہٕ کَنہِ بِہِتھ
839,The sun disappeard behind the clouds.,آفتاب گوٚو اوٚبرَس پٔتۍ کِنۍ غٲب
840,She came from behind.,سۄ آیہِ پٔتۍ کِنۍ
841,But the pleasant summer has winter behind it.,مَگر خۄشوٕنہِ رٮ۪تہٕ کالہِ پَتہٕ چُھ ونٛدٕ یِوان
842,We did not know how it came into being.,اَسہِ چھےٚ نہٕ پَے زِ تٔمۍ سُنٛد ؤجوٗد کِتھ کٔنۍ سپدیوو مُمکِن
843,He is a spiritual being who detests violence.,سۄ چھےٚ اَکھ روٗحٲنی شخصِیَت یَس تشدُدَس سۭتۍ سٮ۪ٹھا نفرَت چھےٚ
844,We all have a purpose of our being.,سارنی چُھ پنٛنہِ ووٚجوٗدُک اَکھ مقصَس آسان
845,I have firm belief in Akbar.,مےٚٚ چُھ اکبَرس پٮ۪ٹھ پوٗرٕ یٔقیٖن
846,You should believe in God.,اَسہِ پَزِ خۄدایَس پٮ۪ٹھ یٔقیٖن تھاوُن
847,Her neighbours believe that she was murdered.,تٔمۍ سٕنٛدٮ۪ن ہمسایَن چُھ یٔقیٖن زِ سۄ اس آمٕژ قَتل کرنہٕ
848,He rang the door bell.,تٔمۍ وٲے دروازٕچ گنٛٹی
849,Aslam fills his belly with nuts and sweets.,اسلَم چُھ پَنٕنۍ یَڑ ہۄکھٕ پھل تہٕ مِٹھایَو سۭتۍ بَران
850,He belongs to a well-to-do family.,سُہ چُھ أکِس اصلس گَرَس سۭتۍ تعلُق تھاوان
851,Her beloved daughter is arriving tomorrow.,تِہِنٛز ٹٲٹھ کوٗر چھےٚ پَگاہ یِنہٕ واجیٚنۍ
853,She has scored below 80% marks.,تٔمۍ چھِ 80% کھۄتہٕ کم نمبر حٲصِل کٔرۍمٕتۍ۔
854,The pen was lying below the books.,قَلم اوس کِتابَن تَلہٕ کَنِہ
855,He bought a black leather belt for his son.,تٔمۍ اوٚن پنٛنِس نیٚچِوۍ سٕنٛدِ خٲطرٕ چمروٗ بیٚلٹ۔
856,Lethpora is an industrial belt on the outskirts of Srinagar.,لٮ۪تہٕ پوٗر چُھ سِریٖنَگر کِس نیٚبرِمِس حِصَس منٛز اَکھ صنعتی علاقہٕ
858,Ali has been sitting on the bench for two hours.,عٔلی چُھ تختَس پٮ۪ٹھ پٔتۍمٮ۪و دۄیَو گٲنٛٹَو پٮ۪ٹھٕ بِہِتھ
859,The bench gave the judgement in his favour.,عَٔدالتَن دیُت تٔمۍ سٕنٛدِس حَقس منٛز فٲصلہٕ
860,Please bend this wire.,مہربٲنی کٔرِتھ ؤلِو یہِ تار
861,There is a bend ahead on the road.,سڑکہِ برٛونٛہہ کَنہِ چُھ اَکھ موڑ
862,It is very difficult to bend an iron rod.,شیٚشتٕر راڈ ۂج کَرٕنۍ چھےٚ سٮ۪ٹھا مِشکِل آسان
863,The cats huddled together for warmth beneath the blankets.,بیٛارِ سَمے اِکہٕ وَٹہٕ کملہِ تَل وٕشنیر کَرنہٕ خٲطرٕ
864,I dumped all my things beneath the bed.,مےٚ ژٕھنۍ پَنٕنۍ سٲری چیٖز پَلنٛگَس تَل
865,There are many benefits of nuclear energy.,جوہری توانٲیی ہِنٛدۍ چھِ واریاہ فٲیدٕ۔
866,The new facilities shall benefit the hostel inmates.,نَیَو سٔہوٗلیاتَو سۭتۍ واتہِ ہوسٹَلَس منٛز روزَن والٮ۪ن فٲیدٕ
868,She has strong musical bent.,تٔمِس چھےٚ موسیٖقی کُن سخ رغبت۔
869,He has been recently bereaved and is off work.,تٔمِس چُھ حالَے تٲزیَت ووتمُت تہٕ چھن کامہِ چُھٹی کٔرمٕژ
870,I am fond of berries.,مےٚ چھِ تُل سٮ۪ٹھا پَسنٛد
871,You can sit beside me.,ژٕ ہٮ۪کَکھ مےٚ نَکھہٕ بِہِتھ
872,He walks beside me.,سُہ چُھ مےٚ سۭتۍ پَکان
873,He sat beside me.,سُہ بیٛوٗٹھ مےٚ نِش
876,We all will be there at the party besides the children.,شُرٮ۪و علاوٕ آسَو أسۍ سٲری تہِ سالَس
877,That was the best way to solve the problem.,یہِ اوس مسلہٕ حَل کرنُک بٔتٔریٖن طٔریٖقہٕ
878,I work best in the morning hours.,بہٕ چُھس صُبحہٕ کہِ وقتہٕ اَصٕل پٲٹھۍ کٲم کَران
880,If we won the bet then we might place another one.,اَگر اَسہِ شَرٕط زیوٗن أسۍ ہٮ۪کو بیٛاکھ تہِ لٲگِتھ
881,He bets heavily on the cricket match.,سُہ چُھ کِرکَٹ میچَس پٮ۪ٹھ واریاہ زیادٕ شَرٕت لاگان
882,He was accused of betraying the organization.,تٔمِس اوس تنٛظیٖمہِ دونٛکٕھہ دِنُک اِلزام لاگنہٕ آمُت
883,Our destiny is getting better.,سون قٕسمَت ہیوٚتُن بہتَر گَژُھن
884,I want to have a better view of the match.,بہٕ چُھس یَژھان میچ اَصٕل پٲٹھۍ وُچُھن
885,Do whatever is better for you.,تی کٔرۍزٮ۪و یہِ تُہنٛدِ خٲطرٕ بہتر گَژھِ
887,The house is between two tall buildings.,یہِ مَکان چُھ دۄن تَزَن عمارتن منٛز باغ
888,The cupboard between the two tables is broken.,دۄن میزَن منٛزَس یۄس المٲرۍ چھےٚ سۄ چھےٚ پٕھٹمٕژ
